author;author_type;url;location;deal_type;accommodation_type;floor;floors_count;rooms_count;total_meters;price_per_month;commissions;district;street;house_number;underground
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301812018/;Москва;rent;flat;3;8;2;65.0;80000;0;Лефортово;Энергетическая ;5;Авиамоторная
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302153304/;Москва;rent;flat;17;33;3;55.0;80000;0;Гольяново;Амурская ;2Ак2;Черкизовская
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301887748/;Москва;rent;flat;19;20;3;65.0;80000;0;Чертаново Южное;Дорожная ;46к6;Красный Строитель
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302311005/;Москва;rent;flat;9;33;2;48.0;80000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Аминьевская
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301824438/;Москва;rent;flat;19;19;1;45.0;80000;0;Даниловский;Дубининская ;69А;Тульская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302307317/;Москва;rent;flat;12;12;3;65.0;80000;0;Теплый Стан; Теплый Стан;11К2;Тёплый Стан
DOORS AGENCY;real_estate_agent;https://www.cian.ru/rent/flat/301896159/;Москва;rent;flat;2;24;2;60.0;80000;0;Лосиноостровский; Коминтерна;28к1;Бабушкинская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302306456/;Москва;rent;flat;22;23;3;75.0;80000;0;Восточное Измайлово;16-я Парковая ;12;Первомайская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302244806/;Москва;rent;flat;12;15;2;40.0;80000;0;Рязанский;Рязанский проспект;6А;Стахановская
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302120392/;Москва;rent;flat;3;7;2;32.0;80000;0;Коптево; Клары Цеткин;18к3;Красный Балтиец
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302267460/;Москва;rent;flat;12;16;2;56.0;85000;0;Чертаново Центральное;Кировоградская ;20К1;Южная
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302346206/;Москва;rent;flat;3;9;2;60.0;85000;0;Алексеевский;проспект Мира;182;ВДНХ
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301868339/;Москва;rent;flat;8;23;3;75.0;85000;0;Измайлово;Сиреневый бульвар;4/1;Измайловская
ID 97248749;realtor;https://www.cian.ru/rent/flat/286826507/;Москва;rent;flat;22;24;1;41.0;85000;0;Фили-Давыдково; Герасима Курина;20;Славянский бульвар
MY HOME;real_estate_agent;https://www.cian.ru/rent/flat/302246224/;Москва;rent;flat;10;14;2;55.0;85000;0;Останкинский;Олонецкая ;6;Отрадное
For COMFORT;real_estate_agent;https://www.cian.ru/rent/flat/302283045/;Москва;rent;flat;3;5;2;44.0;85000;0;Пресненский; 1905 года;16;Улица 1905 года
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302209005/;Москва;rent;flat;13;14;2;60.0;85000;0;;бульвар Веласкеса;4;Прокшино
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302219510/;Москва;rent;flat;7;18;2;43.0;88000;0;Щукино;Большой Волоколамский проезд;23;Стрешнево
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302204595/;Москва;rent;flat;10;19;2;62.0;90000;0;Тропарево-Никулино;Никулинская ;8к2;Озёрная
Каскад;real_estate_agent;https://www.cian.ru/rent/flat/302299405/;Москва;rent;flat;4;16;3;67.0;90000;0;; Малое Понизовье;9к2;Филатов Луг
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302265852/;Москва;rent;flat;13;24;2;70.0;90000;0;Дмитровский;Дмитровское шоссе;107к4;Яхромская
ID 20997506;unknown;https://www.cian.ru/rent/flat/302257143/;Москва;rent;flat;12;14;2;80.0;89999;0;Богородское;Ивантеевская ;9;Бульвар Рокоссовского
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302233632/;Москва;rent;flat;7;27;2;60.0;90000;0;Западное Дегунино;Ильменский проезд;17к2;Селигерская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302227350/;Москва;rent;flat;10;21;1;31.0;90000;0;Беговой;Ленинградский проспект;29к2;Динамо
Марат Мухаметшин;realtor;https://www.cian.ru/rent/flat/302276806/;Москва;rent;flat;7;23;2;60.0;90000;0;Западное Дегунино;Ильменский проезд;17к2;Селигерская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301839033/;Москва;rent;flat;4;16;2;56.0;92000;0;Очаково-Матвеевское;Очаковское шоссе;5к4;Давыдково
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302034754/;Москва;rent;flat;7;22;1;45.0;95000;0;Хорошево-Мневники;3-я Хорошевская ;17А;Октябрьское поле
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301811101/;Москва;rent;flat;3;9;3;68.0;95000;0;Коньково; Бутлерова;28;Беляево
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302293288/;Москва;rent;flat;3;13;2;60.0;95000;0;Ясенево;Новоясеневский проспект;3В;Тёплый Стан
Slava Realty;real_estate_agent;https://www.cian.ru/rent/flat/176979616/;Москва;rent;flat;3;23;2;60.0;95000;0;Черемушки;Херсонская ;43;Калужская
ЮВЕГА-Сити;real_estate_agent;https://www.cian.ru/rent/flat/302007858/;Москва;rent;flat;1;7;2;62.1;95000;0;Басманный;переулок Лялин;23-29С1;Курская
ID 381942;homeowner;https://www.cian.ru/rent/flat/302152826/;Москва;rent;flat;2;8;3;67.0;95000;0;Раменки;Университетский проспект;21К4;Ломоносовский проспект
ID 22158164;homeowner;https://www.cian.ru/rent/flat/233410359/;Москва;rent;flat;4;28;1;38.0;95000;0;Филевский парк; Василисы Кожиной;13;Парк Победы
ID 102176516;homeowner;https://www.cian.ru/rent/flat/299573623/;Москва;rent;flat;17;22;1;35.0;95000;0;Хорошевский;1-я Магистральная ;25;Хорошёвская
Александр Абрамов;realtor;https://www.cian.ru/rent/flat/302243098/;Москва;rent;flat;29;52;1;29.0;99000;0;Раменки;Мичуринский проспект;56;Раменки
СТОЛИЦА Департамент недвижимости;real_estate_agent;https://www.cian.ru/rent/flat/300741374/;Москва;rent;flat;7;15;3;86.0;100000;0;Хорошевский; Полины Осипенко;18К2;ЦСКА
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302195818/;Москва;rent;flat;4;8;3;78.0;100000;0;Ломоносовский; Крупской;4К3;Университет
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/299697524/;Москва;rent;flat;7;9;2;65.0;100000;0;Гагаринский;Ломоносовский проспект;23;Университет
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/302228334/;Москва;rent;flat;4;4;1;24.0;100000;0;Тверской; Петровка;17С2;Театральная
Этажи Москва;real_estate_agent;https://www.cian.ru/rent/flat/301674483/;Москва;rent;flat;6;16;3;65.0;100000;0;; Эдварда Грига;17;Потапово
ПАРТНЕР;real_estate_agent;https://www.cian.ru/rent/flat/302252951/;Москва;rent;flat;21;26;2;65.0;100000;0;Очаково-Матвеевское;Большая Очаковская ;44к1;Озёрная
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301648298/;Москва;rent;flat;11;15;2;60.0;100000;0;Красносельский;Краснопрудная ;30-34С1;Красносельская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302271855/;Москва;rent;flat;15;22;3;51.0;100000;0;Щукино;Большой Волоколамский проезд;23;Стрешнево
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302219139/;Москва;rent;flat;4;5;3;60.0;105000;0;Черемушки;Нахимовский проспект;61К5;Профсоюзная
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/302349974/;Москва;rent;flat;5;20;1;45.0;110000;0;Филевский парк;Большая Филевская ;3к4;Фили
Корона;real_estate_agent;https://www.cian.ru/rent/flat/209698769/;Москва;rent;flat;15;24;2;95.0;110000;0;Тропарево-Никулино; Покрышкина;8к1;Юго-Западная
Фаворит групп;real_estate_agent;https://www.cian.ru/rent/flat/300018464/;Москва;rent;flat;2;8;3;58.0;110000;0;Тверской;Долгоруковская ;5;Маяковская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/300985175/;Москва;rent;flat;5;22;3;85.0;110000;0;; Родниковая;30к1;Саларьево
Суламит-НГС;real_estate_agent;https://www.cian.ru/rent/flat/302228138/;Москва;rent;flat;4;4;1;28.0;110000;0;Тверской; Петровка;17С2;Театральная
BARNES International Realty;real_estate_agent;https://www.cian.ru/rent/flat/298620632/;Москва;rent;flat;23;43;2;55.0;110000;0;Хорошевский;Хорошевское шоссе;16к2;Беговая
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301213753/;Москва;rent;flat;19;35;2;50.0;110000;0;Левобережный;Смольная ;49;Беломорская
HOUSE MALL - Городская недвижимость;real_estate_agent;https://www.cian.ru/rent/flat/302228097/;Москва;rent;flat;20;59;2;60.0;110000;0;Ростокино;проспект Мира;188Бк3;Ростокино
Славянка - офис Северо-Запад;real_estate_agent;https://www.cian.ru/rent/flat/296608031/;Москва;rent;flat;18;40;2;55.0;110000;0;Хорошевский;Хорошевское шоссе;16к2;Беговая
АВИА-АПАРТ;real_estate_agent;https://www.cian.ru/rent/flat/296313274/;Москва;rent;flat;3;15;2;47.0;109900;0;Хорошевский;Ходынский бульвар;20А;ЦСКА
ID 13352863;unknown;https://www.cian.ru/rent/flat/292809160/;Москва;rent;flat;26;36;3;58.0;110000;0;Хорошево-Мневники;Шелепихинская набережная;42к3;Народное Ополчение
The IMPERIUM;real_estate_agent;https://www.cian.ru/rent/flat/301888984/;Москва;rent;flat;17;23;3;75.0;120000;0;Богородское;Наримановская ;8;Бульвар Рокоссовского
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302348331/;Москва;rent;flat;4;12;2;40.0;120000;0;Даниловский;Холодильный переулок;4;Тульская
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/301387800/;Москва;rent;flat;10;17;3;75.0;120000;0;Тропарево-Никулино; Академика Анохина;26К4;Юго-Западная
Moscow Estate;real_estate_agent;https://www.cian.ru/rent/flat/301507591/;Москва;rent;flat;10;21;1;50.0;120000;0;Раменки;Мосфильмовская ;88к2с7;Раменки
ID 23153012;homeowner;https://www.cian.ru/rent/flat/300250613/;Москва;rent;flat;4;44;1;44.0;120000;0;Пресненский;Ходынская ;2;Улица 1905 года
ID 17102040;homeowner;https://www.cian.ru/rent/flat/295013985/;Москва;rent;flat;11;23;3;87.0;120000;0;Чертаново Южное; Академика Янгеля;2;Улица Академика Янгеля
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302211530/;Москва;rent;flat;7;22;2;45.0;125000;0;Алексеевский;Новоалексеевская ;16к4;Алексеевская
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302348203/;Москва;rent;flat;27;28;3;55.0;125000;0;Щукино;Волоколамское шоссе;24к1;Стрешнево
АЛЬФА;real_estate_agent;https://www.cian.ru/rent/flat/302074699/;Москва;rent;flat;2;25;3;82.0;125000;0;Солнцево;Боровское шоссе;2к3;Говорово
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/302336150/;Москва;rent;flat;2;9;2;55.0;130000;0;Гагаринский;Ленинский проспект;41/2;Ленинский проспект
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/300799897/;Москва;rent;flat;3;22;3;85.0;130000;0;; Родниковая;30к2;Саларьево
ЦАН;real_estate_agent;https://www.cian.ru/rent/flat/300011284/;Москва;rent;flat;2;14;4;89.0;130000;0;; Родниковая;30к3;Саларьево
